dataset,version,doi,license,access_date,source_url,record_id,local_path,sha256,included,exclusion_reason
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o04.dat,f1o04,data/raw/fantasia/1.0.0/f1o04.dat,6f112ce8b6b392a69b681232d6c56eb9f4a5f1a930a4d16f73f381752f7297ef,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o04.hea,f1o04,data/raw/fantasia/1.0.0/f1o04.hea,321d3b754416495afc0577f32d15dab27fccaf410878c0e96425b0c91989cdcb,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o04.ecg,f1o04,data/raw/fantasia/1.0.0/f1o04.ecg,533e458bb6f5c99e493d376b6a3127d65bc9375b3b05e75e8d046e372e791428,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o05.dat,f1o05,data/raw/fantasia/1.0.0/f1o05.dat,867863052f3acd9336803594ab91c76a54a5f11fc064724ae19cbe7caad6a8e5,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o05.hea,f1o05,data/raw/fantasia/1.0.0/f1o05.hea,06ccee7f966cc90cf4a0da3ca987edb0ee52bb384ff1ef8137219fee449568ef,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o05.ecg,f1o05,data/raw/fantasia/1.0.0/f1o05.ecg,425510516f4e1393dbf0b544f095d385d2cf576d77fecd1ab6045b305b88e2d0,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o06.dat,f1o06,data/raw/fantasia/1.0.0/f1o06.dat,c90f05374b6034a26630e3bf41d68e2a814ddf407cfe6c7d0cca33d80bf92db5,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o06.hea,f1o06,data/raw/fantasia/1.0.0/f1o06.hea,3cd51f6ba47b1264bec9be0f623fd5ef99f005a68db72f914ca4769c35df88de,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o06.ecg,f1o06,data/raw/fantasia/1.0.0/f1o06.ecg,dd322febb65c2fcb67384bc825c2c2c9140df425b8e5d47ca699f76646929ba9,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o07.dat,f1o07,data/raw/fantasia/1.0.0/f1o07.dat,6f36f8a71568d1948971c77b38ebdc5e134cffe5365e77e76532a30fc90a601d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o07.hea,f1o07,data/raw/fantasia/1.0.0/f1o07.hea,547f4bd0bab27b0e34f9802e56fd1166f3827e9ab3de5cb946e6a17a7ec91361,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o07.ecg,f1o07,data/raw/fantasia/1.0.0/f1o07.ecg,9581edb354b4b4e80e583113411b82124d34441c7b656bc7e7c7a9b834c25f0a,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o08.dat,f1o08,data/raw/fantasia/1.0.0/f1o08.dat,7e04aa2bf6fb719d4217664f0647a2d281d23e41c8277b644a8b798452bb233f,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o08.hea,f1o08,data/raw/fantasia/1.0.0/f1o08.hea,aba9c90874124b2dfd13e4551c71fa609e1190a44a2d46d408af38d3a6a1f726,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o08.ecg,f1o08,data/raw/fantasia/1.0.0/f1o08.ecg,bc3006280f157447da2d49684bfae4f7193d42b0179e6bb1b7ab5b54bfd20c4d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o09.dat,f1o09,data/raw/fantasia/1.0.0/f1o09.dat,916442e9856e10bb5c59a3b1cd2021136d67786df9dca68740b464735e272363,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o09.hea,f1o09,data/raw/fantasia/1.0.0/f1o09.hea,bf67e342285ad4b92b3935feb977d5433fa2928d15f7271eda4133a560dc691b,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o09.ecg,f1o09,data/raw/fantasia/1.0.0/f1o09.ecg,8b13c6d21e3a648d0ffc2b510fbfbecd4335039dcffc69203fd33b61c211524b,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o10.dat,f1o10,data/raw/fantasia/1.0.0/f1o10.dat,2ecc3c2f936369d3cec4346bc7c76f9763cce16c9ae6b41a9b24143c55c94959,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o10.hea,f1o10,data/raw/fantasia/1.0.0/f1o10.hea,b2140f5d18c0d40ce0b7faf4ba295946d75e7da682fdc1222dd79d442b66bef1,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1o10.ecg,f1o10,data/raw/fantasia/1.0.0/f1o10.ecg,fbde579c618b4076aa0f80a4d9d3cef30c6ce3d4e2c19c107fe3bfd1bbcaf845,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y01.dat,f1y01,data/raw/fantasia/1.0.0/f1y01.dat,c992e4e69b1869e2da1f94e00a8cca070bc099cfc58911dd5a65aa436003b9bd,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y01.hea,f1y01,data/raw/fantasia/1.0.0/f1y01.hea,519eff62d1ad082ea1f3ed68e4e90dc474dc35f7c99757b1d00cdaf1738bc9c2,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y01.ecg,f1y01,data/raw/fantasia/1.0.0/f1y01.ecg,7f1da797a9292ca296ac93affec2bf16f43f0c88cf2a2f5850a3336c3b2d59f0,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y02.dat,f1y02,data/raw/fantasia/1.0.0/f1y02.dat,cff20e937391f884d24615f5a7e46599d15d58fede2bc3788fb431dca0a4d099,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y02.hea,f1y02,data/raw/fantasia/1.0.0/f1y02.hea,9f9539b217b186e55eb10bd02c33d8fd716f8bc644d4ae5e5c815c063a8da77e,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y02.ecg,f1y02,data/raw/fantasia/1.0.0/f1y02.ecg,69db69c56e929436d70e433b6040d99ed8c4e90a2ed2ca00ac6828b2dd28b77d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y03.dat,f1y03,data/raw/fantasia/1.0.0/f1y03.dat,54dd0d001fd78dcf720d65f2d55726aa21e77f558a554270e386de47bad27dac,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y03.hea,f1y03,data/raw/fantasia/1.0.0/f1y03.hea,51f76b2873ac92e84fd05a842d7580926c875ff12e895c3f4287679b5057d764,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y03.ecg,f1y03,data/raw/fantasia/1.0.0/f1y03.ecg,f047c92b8f73ac0ed3ae1135ecaa3e801c6f33f2f4472d7959973409184cde87,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y04.dat,f1y04,data/raw/fantasia/1.0.0/f1y04.dat,af043b4ca8a61733e71be44fdca846503d045f2fccbd65387ad41cdeda2bf406,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y04.hea,f1y04,data/raw/fantasia/1.0.0/f1y04.hea,2dfebac593c932bc4c73e49c834da796f55195c2758dba80c459af5fe7f368b5,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y04.ecg,f1y04,data/raw/fantasia/1.0.0/f1y04.ecg,99c246a99d2e89325da8357c8ed7b0c9709d3646b98064f012412e9d60252eb4,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y05.dat,f1y05,data/raw/fantasia/1.0.0/f1y05.dat,711b185a2d76031594ccd5cdeaf13855eae00088fe2ec1e756b2f17179e1eadf,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y05.hea,f1y05,data/raw/fantasia/1.0.0/f1y05.hea,e4b2cb36a48626d893fb9a6c74e13b3681c7d7ce8b2396eaafbff6d47ffa4180,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y05.ecg,f1y05,data/raw/fantasia/1.0.0/f1y05.ecg,09d7d6aa616192db4bb2de532be2cf6e9c5435e97da37796d1c8823aced0daa7,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y06.dat,f1y06,data/raw/fantasia/1.0.0/f1y06.dat,f08bfd8dbc5332d04487e5297ce5925f2b27f125008e4a353ac459d0efa6ee5b,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y06.hea,f1y06,data/raw/fantasia/1.0.0/f1y06.hea,f2b5aeb9954288cd5de0e5eed274705321610a18d9fa6923801263c32b9ddbf1,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y06.ecg,f1y06,data/raw/fantasia/1.0.0/f1y06.ecg,fe2c84b940fbf19067bc9c1c9c47367006ec9735089cbcf0a37aa99e8cd666ce,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y07.dat,f1y07,data/raw/fantasia/1.0.0/f1y07.dat,19bb88615002a2406839e2ef013847769cde0e4a660e84c3c0402b355355d404,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y07.hea,f1y07,data/raw/fantasia/1.0.0/f1y07.hea,38128068262c493c60cfe37e3730ad4dc24467b0f97eb3d44092c5f8034aa55a,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y07.ecg,f1y07,data/raw/fantasia/1.0.0/f1y07.ecg,c697147846ad2dac1b0f35e44cde42a64ca2ea9f2b0ddc2ce45dad965e40d657,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y08.dat,f1y08,data/raw/fantasia/1.0.0/f1y08.dat,b5cd0b38d5a5740ab3e1eab6ef4d76f0b550a2b0d6357b277eec01ee956b9567,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y08.hea,f1y08,data/raw/fantasia/1.0.0/f1y08.hea,74cded67d8460176178abd3552f6bfa7de87e5249fe5bd1ad2458de44b10e80e,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y08.ecg,f1y08,data/raw/fantasia/1.0.0/f1y08.ecg,1d4e98631066d2c4a06fb152fbc79ff4bc1407712281bec05bce4001307e3c99,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y09.dat,f1y09,data/raw/fantasia/1.0.0/f1y09.dat,8a9d6ddb03a014273e0e995bfb5c8eb8853dabb1e4d92454a4c56e064ed7a767,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y09.hea,f1y09,data/raw/fantasia/1.0.0/f1y09.hea,3d72f47c294b3d54f8a3fc2805b7c6a02b5ffa19c69e814cf783d3884c8639c0,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y09.ecg,f1y09,data/raw/fantasia/1.0.0/f1y09.ecg,4b2a9ca353f4fe32eafdcf3a881ec0eb79205f3db6c1e7ce17555cc151d01e96,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y10.dat,f1y10,data/raw/fantasia/1.0.0/f1y10.dat,6fb1a4b24f7ed6f986981a3ee6a0e240c6414f652fa4aebc991ddc159387ac26,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y10.hea,f1y10,data/raw/fantasia/1.0.0/f1y10.hea,df4a8a086037415a18cc23c367b5d009c6e0904d512b087d54ac85acfed46d9c,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f1y10.ecg,f1y10,data/raw/fantasia/1.0.0/f1y10.ecg,e95ab008c113a7be8e177ab93b51076b4ebf6bb67b6895d4fb05b078a5be6183,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o01.dat,f2o01,data/raw/fantasia/1.0.0/f2o01.dat,ee9f7a8f92a4e8d9aa8f209ba3e4d112a7b4090ea08f0de4be02b1656646199a,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o01.hea,f2o01,data/raw/fantasia/1.0.0/f2o01.hea,3d57d614f597f324e5798dca285fc4029c2afb036b65925a60f233d5512acb6d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o01.ecg,f2o01,data/raw/fantasia/1.0.0/f2o01.ecg,2eb9fd71ef5fc197782ce510358c42233db8192f73d697f26e01c57fd276dbe4,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o02.dat,f2o02,data/raw/fantasia/1.0.0/f2o02.dat,d023a82ed40e9fd381a6fe998abed6d6452dcac17f474451c60affe73e226530,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o02.hea,f2o02,data/raw/fantasia/1.0.0/f2o02.hea,8afd669ad44f5b3de0dcf0b83c00fd29b6595091dec855da858a3b910361dbf7,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o02.ecg,f2o02,data/raw/fantasia/1.0.0/f2o02.ecg,beedcf2d4fd3817ef087a8ec79c81b418de4122db0fbcc7049ebd81d65af6e53,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o03.dat,f2o03,data/raw/fantasia/1.0.0/f2o03.dat,c0780fab9aa1914293a8c24f59e68e5d4b03ebede7a56101a93c057ef4113082,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o03.hea,f2o03,data/raw/fantasia/1.0.0/f2o03.hea,093f51d38453d3ad130bf58fbd998cec427127c6c2da7726c1dbdb671e4980c3,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o03.ecg,f2o03,data/raw/fantasia/1.0.0/f2o03.ecg,2a0bb7127aa978ff22f25fd0efbf781997c73a1c41c6aaf7ec50dcac6dc02600,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o04.dat,f2o04,data/raw/fantasia/1.0.0/f2o04.dat,6c11903703a4bcfab401e9be0fcf760804de87ee9a1017e9e1fe8192ba5cdc64,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o04.hea,f2o04,data/raw/fantasia/1.0.0/f2o04.hea,35609a97cba61e5130645c4139f620b0c28f8e8bd0d073d422954669e15db477,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o04.ecg,f2o04,data/raw/fantasia/1.0.0/f2o04.ecg,5e8c5c4484eceb48da3ac8ceffdd843f1e11442adb21ebef54daff3e1f03b746,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o05.dat,f2o05,data/raw/fantasia/1.0.0/f2o05.dat,ecbdbcd322800a132e7c022e966e209f5c357a6e3dd1e5750ddb7470f491196d,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o05.hea,f2o05,data/raw/fantasia/1.0.0/f2o05.hea,0546a86a75b14ff47d60ec800431827eaaa1d9fe1a3eff595f3f38fbd8c77b9b,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o05.ecg,f2o05,data/raw/fantasia/1.0.0/f2o05.ecg,51fe6b9c1413e681cefbcc01a47c479563392c9fa741d044caee03d2899c8807,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o06.dat,f2o06,data/raw/fantasia/1.0.0/f2o06.dat,7a0f252cb67cc2b9a421fc5fcdc01e9bff6e2f66486351a50c0029d3c30906d9,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o06.hea,f2o06,data/raw/fantasia/1.0.0/f2o06.hea,c784d975ed414254c660fd07577155ec8e32fa7490dbe43f22a54f7cd4b6fadb,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o06.ecg,f2o06,data/raw/fantasia/1.0.0/f2o06.ecg,f55c09418e2e0f697a18936a9f8d21b9294c6a0796f43adbf7433dc17bb01f82,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o07.dat,f2o07,data/raw/fantasia/1.0.0/f2o07.dat,94986e629c2ab3416f1746d8567c7169e187789b050dcb052e76b67d1c27a9fe,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o07.hea,f2o07,data/raw/fantasia/1.0.0/f2o07.hea,155922fb8b90838dcbe756064e7f9e284e0a9506d8f947f331d13529a32be8c6,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o07.ecg,f2o07,data/raw/fantasia/1.0.0/f2o07.ecg,c3802323203ef66398f134a5d64c8c522ffb56b9e2e7b0c9b26f15cbc9827a1a,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o08.dat,f2o08,data/raw/fantasia/1.0.0/f2o08.dat,e9fba67592d3a51921f720468081dcc0d84e446791855890b4dcd4854423ade7,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o08.hea,f2o08,data/raw/fantasia/1.0.0/f2o08.hea,3e647d97e2efa17bbe0a510c9b3626d438d189257b6679cfccd53a841b5695e3,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o08.ecg,f2o08,data/raw/fantasia/1.0.0/f2o08.ecg,41397310c999b3e954c3c191f64957c7e95148c53e7b651275528af8e9d709d1,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o09.dat,f2o09,data/raw/fantasia/1.0.0/f2o09.dat,75494b590eaf03ad41a5703a8be64b2042a48f94fb72631b26348834403d0178,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o09.hea,f2o09,data/raw/fantasia/1.0.0/f2o09.hea,de0f641c138e07e7746a9c8321e6e0edff25d453e02449b1880463151263df96,true,
Fantasia Database,1.0.0,10.13026/C2RG61,Open Data Commons Attribution License v1.0,2026-06-21,https://physionet.org/files/fantasia/1.0.0/f2o09.ecg,f2o09,data/raw/fantasia/1.0.0/f2o09.ecg,4b2f79bbb5fc524d8451341b502948b9e99962d9657d127420297820c9b70b93,true,
