dataset,version,doi,license,access_date,source_url,record_id,local_path,sha256,included,exclusion_reason
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4071EC-Hypnogram.edf,SC4071,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4071EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4081E0-PSG.edf,SC4081,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4081E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4081EC-Hypnogram.edf,SC4081,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4081EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4091E0-PSG.edf,SC4091,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4091E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4091EC-Hypnogram.edf,SC4091,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4091EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4101E0-PSG.edf,SC4101,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4101E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4101EC-Hypnogram.edf,SC4101,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4101EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4111E0-PSG.edf,SC4111,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4111E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4111EC-Hypnogram.edf,SC4111,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4111EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4121E0-PSG.edf,SC4121,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4121E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4121EC-Hypnogram.edf,SC4121,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4121EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4131E0-PSG.edf,SC4131,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4131E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4131EC-Hypnogram.edf,SC4131,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4131EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4141E0-PSG.edf,SC4141,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4141E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4141EU-Hypnogram.edf,SC4141,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4141EU-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,SC4151,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151EC-Hypnogram.edf,SC4151,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4151EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,SC4161,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161EC-Hypnogram.edf,SC4161,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4161EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4171E0-PSG.edf,SC4171,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4171E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4171EU-Hypnogram.edf,SC4171,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4171EU-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,SC4181,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181EC-Hypnogram.edf,SC4181,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4181EC-Hypnogram.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,SC4191,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,,true,
Sleep-EDF Database Expanded,1.0.0,https://doi.org/10.13026/C2X676,Open Data Commons Attribution License v1.0,2026-06-22,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191EP-Hypnogram.edf,SC4191,data/raw/sleep-edfx/1.0.0/sleep-cassette/SC4191EP-Hypnogram.edf,,true,
