record_id,reference_stage,yasa_stage,pair_type,epoch_count,pct_record_epochs
SC4031,N3,N3,agreement,56,1.9858156028368796
SC4031,N3,WAKE,discrepancy,1,0.03546099290780142
SC4031,REM,N1,discrepancy,21,0.7446808510638299
SC4031,REM,N3,discrepancy,10,0.3546099290780142
SC4031,REM,REM,agreement,174,6.170212765957447
SC4031,REM,WAKE,discrepancy,4,0.14184397163120568
SC4031,WAKE,N1,discrepancy,3,0.10638297872340426
SC4031,WAKE,N2,discrepancy,12,0.425531914893617
SC4031,WAKE,REM,discrepancy,185,6.560283687943262
SC4031,WAKE,WAKE,agreement,1808,64.11347517730496
SC4041,N1,N1,agreement,75,2.919423900350331
SC4041,N1,N2,discrepancy,3,0.11677695601401324
SC4041,N1,N3,discrepancy,1,0.038925652004671074
SC4041,N1,REM,discrepancy,29,1.1288439081354613
SC4041,N1,WAKE,discrepancy,58,2.2576878162709226
SC4041,N2,N1,discrepancy,66,2.5690930323082912
SC4041,N2,N2,agreement,484,18.8400155702608
SC4041,N2,N3,discrepancy,38,1.479174776177501
SC4041,N2,REM,discrepancy,27,1.0509926041261193
SC4041,N2,WAKE,discrepancy,5,0.1946282600233554
SC4041,N3,N2,discrepancy,4,0.1557026080186843
SC4041,N3,N3,agreement,49,1.9073569482288828
SC4041,REM,N1,discrepancy,13,0.506033476060724
SC4041,REM,REM,agreement,163,6.344881276761385
SC4041,REM,WAKE,discrepancy,20,0.7785130400934216
SC4041,WAKE,N1,discrepancy,11,0.42818217205138187
SC4041,WAKE,N2,discrepancy,22,0.8563643441027637
SC4041,WAKE,N3,discrepancy,1,0.038925652004671074
SC4041,WAKE,REM,discrepancy,177,6.8898404048267805
SC4041,WAKE,WAKE,agreement,1323,51.49863760217984
SC4051,N1,N1,agreement,18,0.6612784717119765
SC4051,N1,N2,discrepancy,8,0.2939015429831006
SC4051,N1,REM,discrepancy,11,0.4041146216017634
SC4051,N1,WAKE,discrepancy,7,0.2571638501102131
SC4051,N2,N1,discrepancy,4,0.1469507714915503
SC4051,N2,N2,agreement,151,5.547391623806025
SC4051,N2,N3,discrepancy,32,1.1756061719324025
SC4051,N2,REM,discrepancy,28,1.0286554004408524
SC4051,N2,WAKE,discrepancy,2,0.07347538574577515
SC4051,N3,N2,discrepancy,7,0.2571638501102131
SC4051,N3,N3,agreement,80,2.9390154298310067
SC4051,N3,REM,discrepancy,2,0.07347538574577515
SC4051,N3,WAKE,discrepancy,46,1.6899338721528288
SC4051,REM,N1,discrepancy,6,0.2204261572373255
SC4051,REM,N2,discrepancy,12,0.440852314474651
SC4051,REM,N3,discrepancy,25,0.9184423218221895
SC4051,REM,REM,agreement,25,0.9184423218221895
SC4051,WAKE,N1,discrepancy,18,0.6612784717119765
SC4051,WAKE,N2,discrepancy,137,5.033063923585599
SC4051,WAKE,N3,discrepancy,49,1.8001469507714913
SC4051,WAKE,REM,discrepancy,382,14.033798677443057
SC4051,WAKE,WAKE,agreement,1672,61.42542248346804
SC4061,N1,N1,agreement,21,0.7581227436823105
SC4061,N1,N2,discrepancy,4,0.1444043321299639
SC4061,N1,REM,discrepancy,14,0.5054151624548736
SC4061,N1,WAKE,discrepancy,17,0.6137184115523465
SC4061,N2,N1,discrepancy,17,0.6137184115523465
SC4061,N2,N2,agreement,352,12.707581227436823
SC4061,N2,N3,discrepancy,20,0.7220216606498195
SC4061,N2,REM,discrepancy,11,0.3971119133574007
SC4061,N2,WAKE,discrepancy,7,0.2527075812274368
SC4061,N3,N2,discrepancy,14,0.5054151624548736
SC4061,N3,N3,agreement,59,2.1299638989169676
SC4061,N3,WAKE,discrepancy,63,2.2743682310469313
SC4061,REM,N1,discrepancy,4,0.1444043321299639
SC4061,REM,REM,agreement,96,3.4657039711191335
SC4061,REM,WAKE,discrepancy,2,0.07220216606498195
SC4061,WAKE,N1,discrepancy,3,0.10830324909747292
SC4061,WAKE,N2,discrepancy,13,0.4693140794223827
SC4061,WAKE,N3,discrepancy,1,0.036101083032490974
SC4061,WAKE,REM,discrepancy,51,1.84115523465704
SC4061,WAKE,WAKE,agreement,2001,72.23826714801444
SC4071,N1,N1,agreement,24,0.8540925266903915
SC4071,N1,N2,discrepancy,22,0.7829181494661922
SC4071,N1,REM,discrepancy,9,0.3202846975088968
SC4071,N1,WAKE,discrepancy,34,1.2099644128113878
SC4071,N2,N1,discrepancy,3,0.10676156583629894
SC4071,N2,N2,agreement,342,12.170818505338078
SC4071,N2,N3,discrepancy,51,1.8149466192170818
SC4071,N2,REM,discrepancy,5,0.1779359430604982
SC4071,N2,WAKE,discrepancy,2,0.0711743772241993
SC4071,N3,N2,discrepancy,2,0.0711743772241993
SC4071,N3,N3,agreement,157,5.587188612099644
SC4071,N3,WAKE,discrepancy,3,0.10676156583629894
SC4071,REM,N1,discrepancy,22,0.7829181494661922
SC4071,REM,N2,discrepancy,14,0.498220640569395
SC4071,REM,REM,agreement,161,5.729537366548042
SC4071,REM,WAKE,discrepancy,1,0.03558718861209965
SC4071,WAKE,N1,discrepancy,20,0.7117437722419928
SC4071,WAKE,N2,discrepancy,163,5.800711743772242
SC4071,WAKE,REM,discrepancy,61,2.170818505338078
SC4071,WAKE,WAKE,agreement,1714,60.99644128113879
SC4081,N1,N1,agreement,18,0.6437768240343348
SC4081,N1,N2,discrepancy,5,0.17882689556509299
SC4081,N1,N3,discrepancy,3,0.1072961373390558
SC4081,N1,REM,discrepancy,2,0.07153075822603719
SC4081,N1,WAKE,discrepancy,40,1.4306151645207439
SC4081,N2,N1,discrepancy,2,0.07153075822603719
SC4081,N2,N2,agreement,174,6.223175965665236
SC4081,N2,N3,discrepancy,69,2.467811158798283
SC4081,N2,REM,discrepancy,7,0.2503576537911302
SC4081,N2,WAKE,discrepancy,10,0.35765379113018597
SC4081,N3,N1,discrepancy,4,0.14306151645207438
SC4081,N3,N2,discrepancy,13,0.46494992846924177
SC4081,N3,N3,agreement,297,10.622317596566523
SC4081,N3,WAKE,discrepancy,36,1.2875536480686696
SC4081,REM,N1,discrepancy,8,0.28612303290414876
SC4081,REM,N2,discrepancy,27,0.9656652360515022
SC4081,REM,N3,discrepancy,3,0.1072961373390558
SC4081,REM,REM,agreement,91,3.2546494992846924
SC4081,REM,WAKE,discrepancy,2,0.07153075822603719
SC4081,WAKE,N1,discrepancy,5,0.17882689556509299
SC4081,WAKE,N2,discrepancy,48,1.7167381974248928
SC4081,WAKE,N3,discrepancy,1,0.035765379113018594
SC4081,WAKE,REM,discrepancy,317,11.337625178826896
SC4081,WAKE,WAKE,agreement,1614,57.72532188841202
SC4091,N1,N1,agreement,11,0.40426313855200297
SC4091,N1,REM,discrepancy,3,0.11025358324145534
SC4091,N1,WAKE,discrepancy,5,0.18375597206909225
SC4091,N2,N1,discrepancy,23,0.8452774715178243
SC4091,N2,N2,agreement,444,16.31753031973539
SC4091,N2,N3,discrepancy,23,0.8452774715178243
SC4091,N2,REM,discrepancy,38,1.396545387725101
SC4091,N2,WAKE,discrepancy,33,1.2127894156560088
SC4091,N3,N1,discrepancy,1,0.03675119441381845
SC4091,N3,N2,discrepancy,20,0.735023888276369
SC4091,N3,N3,agreement,147,5.402425578831313
SC4091,N3,WAKE,discrepancy,2,0.0735023888276369
SC4091,REM,N1,discrepancy,14,0.5145167217934583
SC4091,REM,N2,discrepancy,51,1.8743109151047408
SC4091,REM,N3,discrepancy,13,0.47776552737963984
SC4091,REM,REM,agreement,146,5.365674384417494
SC4091,REM,WAKE,discrepancy,8,0.2940095553105476
SC4091,WAKE,N1,discrepancy,5,0.18375597206909225
SC4091,WAKE,N2,discrepancy,36,1.3230429988974641
SC4091,WAKE,N3,discrepancy,7,0.25725836089672915
SC4091,WAKE,REM,discrepancy,45,1.6538037486218304
SC4091,WAKE,WAKE,agreement,1646,60.49246600514516
SC4101,N1,N1,agreement,18,0.6620080912100037
SC4101,N1,N2,discrepancy,2,0.0735564545788893
SC4101,N1,REM,discrepancy,7,0.25744759102611253
SC4101,N1,WAKE,discrepancy,38,1.3975726369988968
SC4101,N2,N1,discrepancy,66,2.4273630011033465
SC4101,N2,N2,agreement,454,16.69731518940787
SC4101,N2,N3,discrepancy,91,3.3468186833394626
SC4101,N2,REM,discrepancy,39,1.4343508642883414
SC4101,N2,WAKE,discrepancy,21,0.7723427730783377
SC4101,N3,N3,agreement,6,0.2206693637366679
SC4101,REM,N1,discrepancy,5,0.18389113644722324
SC4101,REM,N2,discrepancy,2,0.0735564545788893
SC4101,REM,REM,agreement,199,7.318867230599485
SC4101,REM,WAKE,discrepancy,1,0.03677822728944465
SC4101,WAKE,N1,discrepancy,1,0.03677822728944465
SC4101,WAKE,N2,discrepancy,253,9.304891504229495
SC4101,WAKE,N3,discrepancy,7,0.25744759102611253
SC4101,WAKE,REM,discrepancy,248,9.121000367782273
SC4101,WAKE,WAKE,agreement,1261,46.3773446119897
SC4111,N1,N1,agreement,4,0.15145778114350625
SC4111,N1,N2,discrepancy,1,0.03786444528587656
SC4111,N1,N3,discrepancy,1,0.03786444528587656
SC4111,N1,REM,discrepancy,7,0.2650511170011359
SC4111,N2,N1,discrepancy,29,1.0980689132904202
SC4111,N2,N2,agreement,337,12.760318061340401
SC4111,N2,N3,discrepancy,5,0.18932222642938282
SC4111,N2,REM,discrepancy,120,4.543733434305188
SC4111,N2,WAKE,discrepancy,11,0.41650889814464215
SC4111,N3,N2,discrepancy,30,1.135933358576297
SC4111,N3,N3,agreement,84,3.180613404013631
SC4111,N3,REM,discrepancy,6,0.2271866717152594
SC4111,N3,WAKE,discrepancy,9,0.34078000757288907
SC4111,REM,N1,discrepancy,4,0.15145778114350625
SC4111,REM,N2,discrepancy,6,0.2271866717152594
SC4111,REM,REM,agreement,147,5.566073457023855
SC4111,REM,WAKE,discrepancy,1,0.03786444528587656
SC4111,WAKE,N1,discrepancy,3,0.1135933358576297
SC4111,WAKE,N2,discrepancy,103,3.900037864445286
SC4111,WAKE,N3,discrepancy,34,1.2873911397198032
SC4111,WAKE,REM,discrepancy,60,2.271866717152594
SC4111,WAKE,WAKE,agreement,1639,62.059825823551684
SC4121,N1,N1,agreement,12,0.44692737430167595
SC4121,N1,N2,discrepancy,36,1.3407821229050279
SC4121,N2,N1,discrepancy,6,0.22346368715083798
SC4121,N2,N2,agreement,413,15.381750465549349
SC4121,N2,N3,discrepancy,42,1.564245810055866
SC4121,N2,REM,discrepancy,2,0.07448789571694599
SC4121,N3,N3,agreement,103,3.836126629422719
SC4121,N3,REM,discrepancy,1,0.037243947858472994
SC4121,N3,WAKE,discrepancy,3,0.11173184357541899
SC4121,REM,N1,discrepancy,31,1.1545623836126628
SC4121,REM,N2,discrepancy,71,2.644320297951583
SC4121,REM,REM,agreement,152,5.661080074487896
SC4121,REM,WAKE,discrepancy,4,0.14897579143389197
SC4121,WAKE,N1,discrepancy,24,0.8938547486033519
SC4121,WAKE,N2,discrepancy,63,2.346368715083799
SC4121,WAKE,N3,discrepancy,6,0.22346368715083798
SC4121,WAKE,REM,discrepancy,105,3.910614525139665
SC4121,WAKE,WAKE,agreement,1611,60.0
SC4131,N1,N1,agreement,32,1.1371712864250179
SC4131,N1,N2,discrepancy,2,0.07107320540156362
SC4131,N1,REM,discrepancy,7,0.24875621890547264
SC4131,N1,WAKE,discrepancy,16,0.5685856432125089
SC4131,N2,N1,discrepancy,48,1.7057569296375266
SC4131,N2,N2,agreement,342,12.153518123667377
SC4131,N2,N3,discrepancy,56,1.9900497512437811
SC4131,N2,REM,discrepancy,30,1.0660980810234542
SC4131,N2,WAKE,discrepancy,21,0.7462686567164178
SC4131,N3,N3,agreement,141,5.0106609808102345
SC4131,N3,WAKE,discrepancy,6,0.21321961620469082
SC4131,REM,N3,discrepancy,8,0.28429282160625446
SC4131,REM,REM,agreement,163,5.792466240227434
SC4131,REM,WAKE,discrepancy,1,0.03553660270078181
SC4131,WAKE,N2,discrepancy,35,1.2437810945273633
SC4131,WAKE,N3,discrepancy,1,0.03553660270078181
SC4131,WAKE,REM,discrepancy,12,0.42643923240938164
SC4131,WAKE,WAKE,agreement,1893,67.27078891257996
SC4141,N1,N1,agreement,14,0.5079825834542816
SC4141,N1,N2,discrepancy,9,0.3265602322206096
SC4141,N1,REM,discrepancy,1,0.036284470246734396
SC4141,N1,WAKE,discrepancy,5,0.18142235123367198
SC4141,N2,N1,discrepancy,15,0.5442670537010159
SC4141,N2,N2,agreement,351,12.735849056603774
SC4141,N2,N3,discrepancy,27,0.9796806966618287
SC4141,N2,REM,discrepancy,2,0.07256894049346879
SC4141,N2,WAKE,discrepancy,9,0.3265602322206096
SC4141,N3,N2,discrepancy,1,0.036284470246734396
SC4141,N3,N3,agreement,136,4.934687953555878
SC4141,N3,WAKE,discrepancy,14,0.5079825834542816
SC4141,REM,N1,discrepancy,25,0.9071117561683599
SC4141,REM,N2,discrepancy,29,1.0522496371552976
SC4141,REM,REM,agreement,179,6.494920174165457
SC4141,WAKE,N1,discrepancy,5,0.18142235123367198
SC4141,WAKE,N2,discrepancy,20,0.7256894049346879
SC4141,WAKE,N3,discrepancy,2,0.07256894049346879
SC4141,WAKE,REM,discrepancy,48,1.741654571843251
SC4141,WAKE,WAKE,agreement,1864,67.63425253991292
SC4151,N1,N1,agreement,22,0.8409785932721712
SC4151,N1,N2,discrepancy,3,0.11467889908256881
SC4151,N1,REM,discrepancy,15,0.573394495412844
SC4151,N1,WAKE,discrepancy,1,0.0382262996941896
SC4151,N2,N1,discrepancy,16,0.6116207951070336
SC4151,N2,N2,agreement,275,10.51223241590214
SC4151,N2,N3,discrepancy,58,2.217125382262997
SC4151,N2,REM,discrepancy,4,0.1529051987767584
SC4151,N2,WAKE,discrepancy,1,0.0382262996941896
SC4151,N3,N2,discrepancy,1,0.0382262996941896
SC4151,N3,N3,agreement,176,6.727828746177369
SC4151,REM,N1,discrepancy,7,0.2675840978593272
SC4151,REM,N2,discrepancy,11,0.4204892966360856
SC4151,REM,N3,discrepancy,10,0.382262996941896
SC4151,REM,REM,agreement,179,6.842507645259939
SC4151,REM,WAKE,discrepancy,1,0.0382262996941896
SC4151,WAKE,N1,discrepancy,21,0.8027522935779817
SC4151,WAKE,N2,discrepancy,6,0.22935779816513763
SC4151,WAKE,REM,discrepancy,114,4.3577981651376145
SC4151,WAKE,WAKE,agreement,1695,64.79357798165137
SC4161,N1,N1,agreement,20,0.7630675314765357
SC4161,N1,N2,discrepancy,9,0.3433803891644411
SC4161,N1,REM,discrepancy,5,0.19076688286913393
SC4161,N1,WAKE,discrepancy,21,0.8012209080503624
SC4161,N2,N1,discrepancy,6,0.22892025944296068
SC4161,N2,N2,agreement,389,14.841663487218618
SC4161,N2,N3,discrepancy,41,1.564288439526898
SC4161,N2,REM,discrepancy,3,0.11446012972148034
SC4161,N2,WAKE,discrepancy,9,0.3433803891644411
SC4161,N3,N2,discrepancy,11,0.4196871423120946
SC4161,N3,N3,agreement,154,5.875619992369325
SC4161,REM,N1,discrepancy,17,0.6486074017550554
SC4161,REM,N2,discrepancy,26,0.9919877909194963
SC4161,REM,REM,agreement,206,7.859595574208317
SC4161,REM,WAKE,discrepancy,11,0.4196871423120946
SC4161,WAKE,N1,discrepancy,4,0.15261350629530715
SC4161,WAKE,N2,discrepancy,76,2.8996566196108358
SC4161,WAKE,N3,discrepancy,4,0.15261350629530715
SC4161,WAKE,REM,discrepancy,70,2.670736360167875
SC4161,WAKE,WAKE,agreement,1539,58.71804654711942
SC4171,N1,N1,agreement,1,0.036483035388544326
SC4171,N1,N2,discrepancy,18,0.6566946369937978
SC4171,N1,N3,discrepancy,2,0.07296607077708865
SC4171,N2,N2,agreement,166,6.056183874498358
SC4171,N2,N3,discrepancy,161,5.8737686975556365
SC4171,N2,WAKE,discrepancy,1,0.036483035388544326
SC4171,N3,N2,discrepancy,3,0.10944910616563297
SC4171,N3,N3,agreement,202,7.369573148485954
SC4171,N3,REM,discrepancy,3,0.10944910616563297
SC4171,N3,WAKE,discrepancy,7,0.2553812477198103
SC4171,REM,N1,discrepancy,1,0.036483035388544326
SC4171,REM,N2,discrepancy,110,4.013133892739876
SC4171,REM,REM,agreement,151,5.508938343670193
SC4171,WAKE,N1,discrepancy,59,2.1524990879241153
SC4171,WAKE,N2,discrepancy,152,5.545421379058737
SC4171,WAKE,N3,discrepancy,9,0.3283473184968989
SC4171,WAKE,REM,discrepancy,588,21.452024808464067
SC4171,WAKE,WAKE,agreement,1107,40.38672017511857
SC4181,N1,N1,agreement,13,0.4716981132075472
SC4181,N1,N2,discrepancy,1,0.036284470246734396
SC4181,N1,REM,discrepancy,11,0.39912917271407833
SC4181,N1,WAKE,discrepancy,4,0.14513788098693758
SC4181,N2,N1,discrepancy,27,0.9796806966618287
SC4181,N2,N2,agreement,310,11.248185776487665
SC4181,N2,N3,discrepancy,14,0.5079825834542816
SC4181,N2,REM,discrepancy,36,1.3062409288824384
SC4181,N2,WAKE,discrepancy,1,0.036284470246734396
SC4181,N3,N1,discrepancy,1,0.036284470246734396
SC4181,N3,N2,discrepancy,63,2.285921625544267
SC4181,N3,N3,agreement,205,7.438316400580551
SC4181,N3,REM,discrepancy,19,0.6894049346879536
SC4181,N3,WAKE,discrepancy,3,0.10885341074020319
SC4181,REM,N1,discrepancy,14,0.5079825834542816
SC4181,REM,N2,discrepancy,14,0.5079825834542816
SC4181,REM,REM,agreement,89,3.2293178519593617
SC4181,REM,WAKE,discrepancy,1,0.036284470246734396
SC4181,WAKE,N1,discrepancy,5,0.18142235123367198
SC4181,WAKE,N2,discrepancy,26,0.9433962264150944
SC4181,WAKE,N3,discrepancy,10,0.36284470246734396
SC4181,WAKE,REM,discrepancy,146,5.297532656023222
SC4181,WAKE,WAKE,agreement,1743,63.243831640058055
SC4191,N1,N1,agreement,36,1.2977649603460706
SC4191,N1,N2,discrepancy,28,1.0093727469358327
SC4191,N1,REM,discrepancy,43,1.5501081470800289
SC4191,N1,WAKE,discrepancy,11,0.3965392934390771
SC4191,N2,N1,discrepancy,7,0.25234318673395817
SC4191,N2,N2,agreement,736,26.532083633741887
SC4191,N2,N3,discrepancy,36,1.2977649603460706
SC4191,N2,REM,discrepancy,49,1.766402307137707
SC4191,N2,WAKE,discrepancy,5,0.1802451333813987
SC4191,N3,N3,agreement,104,3.749098774333093
SC4191,N3,WAKE,discrepancy,6,0.21629416005767843
SC4191,REM,N1,discrepancy,2,0.07209805335255948
SC4191,REM,N2,discrepancy,4,0.14419610670511895
SC4191,REM,REM,agreement,279,10.057678442682047
SC4191,REM,WAKE,discrepancy,1,0.03604902667627974
SC4191,WAKE,N1,discrepancy,26,0.9372746935832732
SC4191,WAKE,N2,discrepancy,73,2.631578947368421
SC4191,WAKE,N3,discrepancy,6,0.21629416005767843
SC4191,WAKE,REM,discrepancy,20,0.7209805335255948
SC4191,WAKE,WAKE,agreement,1302,46.93583273251622
