record_id,reference_stage,yasa_stage,pair_type,epoch_count,pct_record_epochs
SC4031,N3,N3,agreement,56,1.9858156028368796
SC4031,N3,WAKE,discrepancy,1,0.03546099290780142
SC4031,REM,N1,discrepancy,21,0.7446808510638299
SC4031,REM,N3,discrepancy,10,0.3546099290780142
SC4031,REM,REM,agreement,174,6.170212765957447
SC4031,REM,WAKE,discrepancy,4,0.14184397163120568
SC4031,WAKE,N1,discrepancy,3,0.10638297872340426
SC4031,WAKE,N2,discrepancy,12,0.425531914893617
SC4031,WAKE,REM,discrepancy,185,6.560283687943262
SC4031,WAKE,WAKE,agreement,1808,64.11347517730496
SC4041,N1,N1,agreement,75,2.919423900350331
SC4041,N1,N2,discrepancy,3,0.11677695601401324
SC4041,N1,N3,discrepancy,1,0.038925652004671074
SC4041,N1,REM,discrepancy,29,1.1288439081354613
SC4041,N1,WAKE,discrepancy,58,2.2576878162709226
SC4041,N2,N1,discrepancy,66,2.5690930323082912
SC4041,N2,N2,agreement,484,18.8400155702608
SC4041,N2,N3,discrepancy,38,1.479174776177501
SC4041,N2,REM,discrepancy,27,1.0509926041261193
SC4041,N2,WAKE,discrepancy,5,0.1946282600233554
SC4041,N3,N2,discrepancy,4,0.1557026080186843
SC4041,N3,N3,agreement,49,1.9073569482288828
SC4041,REM,N1,discrepancy,13,0.506033476060724
SC4041,REM,REM,agreement,163,6.344881276761385
SC4041,REM,WAKE,discrepancy,20,0.7785130400934216
SC4041,WAKE,N1,discrepancy,11,0.42818217205138187
SC4041,WAKE,N2,discrepancy,22,0.8563643441027637
SC4041,WAKE,N3,discrepancy,1,0.038925652004671074
SC4041,WAKE,REM,discrepancy,177,6.8898404048267805
SC4041,WAKE,WAKE,agreement,1323,51.49863760217984
SC4051,N1,N1,agreement,18,0.6612784717119765
SC4051,N1,N2,discrepancy,8,0.2939015429831006
SC4051,N1,REM,discrepancy,11,0.4041146216017634
SC4051,N1,WAKE,discrepancy,7,0.2571638501102131
SC4051,N2,N1,discrepancy,4,0.1469507714915503
SC4051,N2,N2,agreement,151,5.547391623806025
SC4051,N2,N3,discrepancy,32,1.1756061719324025
SC4051,N2,REM,discrepancy,28,1.0286554004408524
SC4051,N2,WAKE,discrepancy,2,0.07347538574577515
SC4051,N3,N2,discrepancy,7,0.2571638501102131
SC4051,N3,N3,agreement,80,2.9390154298310067
SC4051,N3,REM,discrepancy,2,0.07347538574577515
SC4051,N3,WAKE,discrepancy,46,1.6899338721528288
SC4051,REM,N1,discrepancy,6,0.2204261572373255
SC4051,REM,N2,discrepancy,12,0.440852314474651
SC4051,REM,N3,discrepancy,25,0.9184423218221895
SC4051,REM,REM,agreement,25,0.9184423218221895
SC4051,WAKE,N1,discrepancy,18,0.6612784717119765
SC4051,WAKE,N2,discrepancy,137,5.033063923585599
SC4051,WAKE,N3,discrepancy,49,1.8001469507714913
SC4051,WAKE,REM,discrepancy,382,14.033798677443057
SC4051,WAKE,WAKE,agreement,1672,61.42542248346804
SC4061,N1,N1,agreement,21,0.7581227436823105
SC4061,N1,N2,discrepancy,4,0.1444043321299639
SC4061,N1,REM,discrepancy,14,0.5054151624548736
SC4061,N1,WAKE,discrepancy,17,0.6137184115523465
SC4061,N2,N1,discrepancy,17,0.6137184115523465
SC4061,N2,N2,agreement,352,12.707581227436823
SC4061,N2,N3,discrepancy,20,0.7220216606498195
SC4061,N2,REM,discrepancy,11,0.3971119133574007
SC4061,N2,WAKE,discrepancy,7,0.2527075812274368
SC4061,N3,N2,discrepancy,14,0.5054151624548736
SC4061,N3,N3,agreement,59,2.1299638989169676
SC4061,N3,WAKE,discrepancy,63,2.2743682310469313
SC4061,REM,N1,discrepancy,4,0.1444043321299639
SC4061,REM,REM,agreement,96,3.4657039711191335
SC4061,REM,WAKE,discrepancy,2,0.07220216606498195
SC4061,WAKE,N1,discrepancy,3,0.10830324909747292
SC4061,WAKE,N2,discrepancy,13,0.4693140794223827
SC4061,WAKE,N3,discrepancy,1,0.036101083032490974
SC4061,WAKE,REM,discrepancy,51,1.84115523465704
SC4061,WAKE,WAKE,agreement,2001,72.23826714801444
SC4071,N1,N1,agreement,24,0.8540925266903915
SC4071,N1,N2,discrepancy,22,0.7829181494661922
SC4071,N1,REM,discrepancy,9,0.3202846975088968
SC4071,N1,WAKE,discrepancy,34,1.2099644128113878
SC4071,N2,N1,discrepancy,3,0.10676156583629894
SC4071,N2,N2,agreement,342,12.170818505338078
SC4071,N2,N3,discrepancy,51,1.8149466192170818
SC4071,N2,REM,discrepancy,5,0.1779359430604982
SC4071,N2,WAKE,discrepancy,2,0.0711743772241993
SC4071,N3,N2,discrepancy,2,0.0711743772241993
SC4071,N3,N3,agreement,157,5.587188612099644
SC4071,N3,WAKE,discrepancy,3,0.10676156583629894
SC4071,REM,N1,discrepancy,22,0.7829181494661922
SC4071,REM,N2,discrepancy,14,0.498220640569395
SC4071,REM,REM,agreement,161,5.729537366548042
SC4071,REM,WAKE,discrepancy,1,0.03558718861209965
SC4071,WAKE,N1,discrepancy,20,0.7117437722419928
SC4071,WAKE,N2,discrepancy,163,5.800711743772242
SC4071,WAKE,REM,discrepancy,61,2.170818505338078
SC4071,WAKE,WAKE,agreement,1714,60.99644128113879
SC4081,N1,N1,agreement,18,0.6437768240343348
SC4081,N1,N2,discrepancy,5,0.17882689556509299
SC4081,N1,N3,discrepancy,3,0.1072961373390558
SC4081,N1,REM,discrepancy,2,0.07153075822603719
SC4081,N1,WAKE,discrepancy,40,1.4306151645207439
SC4081,N2,N1,discrepancy,2,0.07153075822603719
SC4081,N2,N2,agreement,174,6.223175965665236
SC4081,N2,N3,discrepancy,69,2.467811158798283
SC4081,N2,REM,discrepancy,7,0.2503576537911302
SC4081,N2,WAKE,discrepancy,10,0.35765379113018597
SC4081,N3,N1,discrepancy,4,0.14306151645207438
SC4081,N3,N2,discrepancy,13,0.46494992846924177
SC4081,N3,N3,agreement,297,10.622317596566523
SC4081,N3,WAKE,discrepancy,36,1.2875536480686696
SC4081,REM,N1,discrepancy,8,0.28612303290414876
SC4081,REM,N2,discrepancy,27,0.9656652360515022
SC4081,REM,N3,discrepancy,3,0.1072961373390558
SC4081,REM,REM,agreement,91,3.2546494992846924
SC4081,REM,WAKE,discrepancy,2,0.07153075822603719
SC4081,WAKE,N1,discrepancy,5,0.17882689556509299
SC4081,WAKE,N2,discrepancy,48,1.7167381974248928
SC4081,WAKE,N3,discrepancy,1,0.035765379113018594
SC4081,WAKE,REM,discrepancy,317,11.337625178826896
SC4081,WAKE,WAKE,agreement,1614,57.72532188841202
SC4091,N1,N1,agreement,11,0.40426313855200297
SC4091,N1,REM,discrepancy,3,0.11025358324145534
SC4091,N1,WAKE,discrepancy,5,0.18375597206909225
SC4091,N2,N1,discrepancy,23,0.8452774715178243
SC4091,N2,N2,agreement,444,16.31753031973539
SC4091,N2,N3,discrepancy,23,0.8452774715178243
SC4091,N2,REM,discrepancy,38,1.396545387725101
SC4091,N2,WAKE,discrepancy,33,1.2127894156560088
SC4091,N3,N1,discrepancy,1,0.03675119441381845
SC4091,N3,N2,discrepancy,20,0.735023888276369
SC4091,N3,N3,agreement,147,5.402425578831313
SC4091,N3,WAKE,discrepancy,2,0.0735023888276369
SC4091,REM,N1,discrepancy,14,0.5145167217934583
SC4091,REM,N2,discrepancy,51,1.8743109151047408
SC4091,REM,N3,discrepancy,13,0.47776552737963984
SC4091,REM,REM,agreement,146,5.365674384417494
SC4091,REM,WAKE,discrepancy,8,0.2940095553105476
SC4091,WAKE,N1,discrepancy,5,0.18375597206909225
SC4091,WAKE,N2,discrepancy,36,1.3230429988974641
SC4091,WAKE,N3,discrepancy,7,0.25725836089672915
SC4091,WAKE,REM,discrepancy,45,1.6538037486218304
SC4091,WAKE,WAKE,agreement,1646,60.49246600514516
SC4101,N1,N1,agreement,18,0.6620080912100037
SC4101,N1,N2,discrepancy,2,0.0735564545788893
SC4101,N1,REM,discrepancy,7,0.25744759102611253
SC4101,N1,WAKE,discrepancy,38,1.3975726369988968
SC4101,N2,N1,discrepancy,66,2.4273630011033465
SC4101,N2,N2,agreement,454,16.69731518940787
SC4101,N2,N3,discrepancy,91,3.3468186833394626
SC4101,N2,REM,discrepancy,39,1.4343508642883414
SC4101,N2,WAKE,discrepancy,21,0.7723427730783377
SC4101,N3,N3,agreement,6,0.2206693637366679
SC4101,REM,N1,discrepancy,5,0.18389113644722324
SC4101,REM,N2,discrepancy,2,0.0735564545788893
SC4101,REM,REM,agreement,199,7.318867230599485
SC4101,REM,WAKE,discrepancy,1,0.03677822728944465
SC4101,WAKE,N1,discrepancy,1,0.03677822728944465
SC4101,WAKE,N2,discrepancy,253,9.304891504229495
SC4101,WAKE,N3,discrepancy,7,0.25744759102611253
SC4101,WAKE,REM,discrepancy,248,9.121000367782273
SC4101,WAKE,WAKE,agreement,1261,46.3773446119897
